deal_id,company,deal_size,year_founded,gafam,bigtech_narrow,bigtech_large_excluding_gafamn,bigtech_large_composite,ai_giant_narrow,ai_giant_large,no_bigtech,big_no_tech,acc_inc_custom,acc_inc_pb
140519-71T,12 Sigma Technologies,0.27,2015,0,0,0,0,0,0,1,0,0,0
98154-55T,12 Sigma Technologies,25.71,2015,0,0,0,0,0,0,1,0,0,0
98154-64T,12 Sigma Technologies,,2015,0,0,0,0,0,0,1,0,0,0
140519-80T,12 Sigma Technologies,0.20,2015,0,0,0,0,0,0,1,0,0,0
176871-79T,123Kanfang,,2014,0,0,0,0,0,0,1,0,0,0
176871-97T,123Kanfang,2.29,2014,0,0,0,0,0,0,1,0,0,0
176872-15T,123Kanfang,,2014,0,0,0,0,0,0,1,0,0,0
176871-88T,123Kanfang,,2014,0,0,0,0,0,0,1,0,0,0
270906-31T,20Face,1.30,2016,0,0,0,0,0,0,1,0,0,0
140918-14T,20Face,,2016,0,0,0,0,0,0,1,0,0,0
176926-24T,20Face,,2016,0,0,0,0,0,0,1,0,0,0
212854-60T,20Face,,2016,0,0,0,0,0,0,1,0,0,0
110189-89T,20Face,4.07,2016,0,0,0,0,0,0,1,0,0,0
169230-70T,21strategies,,2020,0,0,0,0,0,0,1,0,0,0
135740-35T,21strategies,1.50,2020,0,0,0,0,0,0,1,0,0,0
181060-03T,237 Networks,,2017,0,0,0,0,0,0,1,0,0,0
193704-58T,2HAE Lifestyle,0.08,2017,0,0,0,0,0,0,1,0,0,0
193704-94T,2HAE Lifestyle,0.39,2017,0,0,0,0,0,0,1,0,0,0
193705-21T,2HAE Lifestyle,,2017,0,0,0,0,0,0,1,1,0,0
265521-52T,2HAE Lifestyle,,2017,0,0,0,0,0,0,1,0,0,0
274980-97T,2Neuron,,2021,0,0,0,0,0,0,0,0,0,0
274982-59T,2Neuron,2.71,2021,0,0,0,0,0,0,1,0,0,0
212365-27T,3co,0.23,2018,0,0,0,0,0,0,1,0,0,0
125693-20T,3co,0.10,2018,0,0,0,0,0,0,1,0,1,0
174429-64T,3DForce,1.39,2013,0,0,0,0,0,0,1,0,0,0
174429-46T,3DForce,0.14,2013,0,0,0,0,0,0,1,0,0,0
132277-87T,3Dintegrated,,2013,0,0,0,0,0,0,1,0,0,1
132277-78T,3Dintegrated,0.48,2013,0,0,0,0,0,0,0,0,0,0
116418-07T,3dvisionlabs,,2017,0,0,0,0,0,0,1,0,0,0
243026-92T,3EGA,0.01,2017,0,0,0,0,0,0,0,0,0,0
178085-53T,42Maru,1.09,2015,0,0,0,0,0,0,1,0,0,0
189345-79T,42Maru,,2015,0,0,0,0,0,0,1,0,0,0
228109-15T,42Maru,9.52,2015,0,0,0,0,0,0,1,0,0,0
256448-08T,42Maru,,2015,0,0,0,0,0,0,1,0,0,1
260481-61T,42Maru,,2015,0,0,0,0,0,0,1,0,0,0
155183-41T,42Maru,1.45,2015,0,0,0,0,0,0,1,0,0,0
266735-89T,42Maru,,2015,0,0,0,0,0,0,1,0,0,0
178086-43T,42Maru,,2015,0,0,1,1,0,0,0,0,0,1
228396-07T,42Maru,,2015,0,0,0,0,0,0,1,0,0,0
178085-71T,42Maru,0.38,2015,0,0,0,0,0,0,1,0,0,1
122931-82T,42Maru,0.02,2015,0,0,0,0,0,0,1,0,1,0
114891-58T,4Paradigm (HKG: 06682),137.27,2014,0,0,0,0,0,0,1,1,0,0
134483-77T,4Paradigm (HKG: 06682),18.28,2014,0,0,1,1,0,0,0,1,0,0
165506-05T,4Paradigm (HKG: 06682),575.28,2014,0,0,1,1,0,0,0,1,0,0
113803-93T,4Paradigm (HKG: 06682),40.23,2014,0,0,0,0,0,0,1,0,0,0
188252-65T,4Paradigm (HKG: 06682),45.01,2014,0,0,0,0,0,0,1,0,0,0
188253-19T,4Paradigm (HKG: 06682),44.99,2014,0,0,0,0,0,0,1,1,0,0
188251-21T,4Paradigm (HKG: 06682),77.21,2014,0,0,0,0,0,0,1,0,0,0
113803-21T,4Paradigm (HKG: 06682),3.64,2014,0,0,0,0,0,0,1,0,0,0
188250-94T,4Paradigm (HKG: 06682),3.22,2014,0,0,0,0,0,0,1,0,0,0
167036-14T,4Paradigm (HKG: 06682),,2014,0,0,1,1,1,1,0,0,0,0
209808-01T,4Quant,0.42,2015,0,0,0,0,0,0,1,0,0,0
122054-05T,4Quant,,2015,0,0,0,0,0,0,1,0,1,0
118708-75T,A.I. VALI,,2017,0,0,0,0,0,0,0,0,0,0
211533-67T,A.I. VALI,0.77,2017,0,0,0,0,0,0,1,0,0,0
212432-68T,A.I. VALI,0.10,2017,0,0,0,0,0,0,0,0,0,0
164761-21T,A.I. VALI,,2017,0,0,0,0,0,0,1,0,0,1
164761-75T,A.I. VALI,,2017,0,0,0,0,0,0,1,0,0,1
211527-01T,A.I. VALI,0.03,2017,0,0,0,0,0,0,1,0,0,1
280954-81T,A.I. VALI,,2017,0,0,0,0,0,0,1,0,0,1
211532-77T,A.I. VALI,,2017,0,0,0,0,0,0,1,0,0,1
112219-30T,A.I. VALI,,2017,0,0,0,0,0,0,1,0,0,1
212432-86T,A.I. VALI,0.07,2017,0,0,0,0,0,0,0,0,0,0
273257-83T,A.L.I,,2019,0,0,0,0,0,0,1,0,0,0
241783-30T,AAVATAR Therapeutics,,2020,0,0,0,0,0,0,1,0,0,0
241782-13T,AAVATAR Therapeutics,,2020,0,0,0,0,0,0,1,0,0,0
244840-60T,AAVATAR Therapeutics,3.51,2020,0,0,0,0,0,0,1,0,0,0
241782-40T,AAVATAR Therapeutics,,2020,0,0,0,0,0,0,1,0,0,1
182403-10T,Abacus.AI,42.47,2019,0,0,0,0,0,0,1,0,0,0
119673-82T,Abacus.AI,4.65,2019,0,0,0,0,0,0,1,0,0,0
159750-10T,Abacus.AI,18.70,2019,0,0,0,0,0,0,1,0,0,0
139628-08T,Abacus.AI,11.55,2019,0,0,0,0,0,0,1,0,0,0
108502-84T,ABEJA (TKS: 5574),37.48,2012,1,1,1,1,1,1,0,1,0,0
73587-43T,ABEJA (TKS: 5574),9.28,2012,0,1,0,1,1,1,0,1,0,0
51076-81T,ABEJA (TKS: 5574),,2012,0,0,0,0,0,0,1,0,0,0
181966-51T,ABEJA (TKS: 5574),,2012,0,0,0,0,0,0,1,1,0,1
51076-90T,ABEJA (TKS: 5574),1.91,2012,0,0,1,1,0,0,0,1,0,0
73650-52T,ABEJA (TKS: 5574),,2012,0,0,0,0,0,0,1,1,0,0
201685-69T,Abstract Assembly,,2018,0,0,0,0,0,0,1,0,0,1
120758-41T,Acament,0.01,2015,0,0,0,0,0,0,1,0,0,1
269074-45T,ACARiS,,2019,0,0,0,0,0,0,1,0,0,0
204672-34T,ACARiS,,2019,0,0,0,0,0,0,0,0,0,0
165132-28T,Aces (Business/Productivity Software),,2017,0,0,0,0,0,0,1,0,0,0
165132-64T,Aces (Business/Productivity Software),2.59,2017,0,0,0,0,0,0,1,0,0,1
165131-56T,Aces (Business/Productivity Software),,2017,0,0,0,0,0,0,1,0,0,1
277827-85T,Acousterr,,2017,0,0,0,0,0,0,1,0,0,1
264189-16T,Acryl,,2011,0,0,0,0,0,0,1,0,0,0
264189-43T,Acryl,,2011,0,0,0,0,0,0,1,0,0,0
95193-82T,Acryl,,2011,0,0,0,0,0,0,1,0,0,0
234935-74T,Acryl,,2011,0,0,0,0,0,0,1,0,0,0
234935-65T,Acryl,,2011,0,0,0,0,0,0,1,0,0,0
234935-83T,Acryl,,2011,0,0,1,1,0,0,0,0,0,0
265792-60T,Actinfly,,2020,0,0,0,0,0,0,1,0,0,1
182866-06T,Activeloop,4.31,2018,0,0,0,0,0,0,1,1,0,0
255393-01T,Activeloop,10.11,2018,0,0,1,1,0,0,0,0,0,1
112077-91T,Activeloop,0.97,2018,0,0,0,0,1,1,1,0,0,1
242485-84T,Activeloop,2.31,2018,0,0,0,0,0,0,1,0,0,0
110834-02T,Activeloop,0.10,2018,0,0,0,0,0,0,1,0,0,1
212056-12T,Addd,0.22,2018,0,0,0,0,0,0,1,0,0,1
199151-92T,Addd,0.98,2018,0,0,0,0,0,0,1,0,0,1
260115-76T,Addd,,2018,0,0,0,0,0,0,1,0,0,1
199153-00T,Addd,,2018,0,0,0,0,0,0,1,0,0,1
266255-47T,Addd,,2018,0,0,0,0,0,0,1,0,0,0
268023-43T,Addd,,2018,0,0,0,0,0,0,1,0,0,0
277458-40T,Addd,,2018,0,0,0,0,0,0,1,0,0,0
173401-84T,AdeptMind,5.17,2016,0,0,0,0,0,0,1,0,0,1
211422-61T,AdeptMind,,2016,0,0,0,0,0,0,1,0,0,1
97402-96T,AdeptMind,3.85,2016,0,0,0,0,0,0,1,0,0,0
265780-90T,Adsbot,,2019,0,0,0,0,0,0,1,0,0,1
265800-88T,Adsbot,,2019,0,0,0,0,0,0,1,0,0,1
267897-07T,Adsbot,0.03,2019,0,0,0,0,0,0,1,1,0,1
214334-92T,Adsys,0.15,2021,0,0,0,0,0,0,1,0,0,0
100907-47T,Advize,0.02,2016,0,0,0,0,0,0,1,0,1,0
217837-72T,Aemos (Business/Productivity Software),0.03,2019,0,0,0,0,0,0,1,0,0,1
274797-64T,Aerobits Developers,0.01,2021,0,0,0,0,0,0,1,0,0,1
241053-13T,Aeroport AI,,2021,0,0,0,0,0,0,1,0,0,0
279444-16T,Aeroport AI,,2021,0,0,0,0,0,0,1,0,0,1
252838-72T,Aeroport AI,0.03,2021,0,0,0,0,0,0,0,0,0,0
251537-68T,Aeroport AI,,2021,0,0,0,0,0,0,1,0,0,1
279435-88T,Aeroport AI,,2021,0,0,0,0,0,0,1,0,0,1
92204-38T,AFanta,1.40,2017,0,0,0,0,0,0,1,0,0,0
243991-36T,Affiniti (Business/Productivity Software),0.11,2020,0,0,0,0,0,0,1,0,1,0
109907-29T,Agentifai,0.10,2016,0,0,0,0,0,0,1,0,0,0
190695-43T,Agentifai,10.00,2016,0,0,0,0,0,0,1,0,0,0
109905-31T,Agentifai,,2016,0,0,0,0,0,0,1,0,0,0
244093-33T,AgentX,,2023,0,0,0,0,0,0,1,0,0,1
156127-60T,AgEye Technologies,0.42,2018,0,0,0,0,0,0,0,0,0,0
168470-02T,AgEye Technologies,1.71,2018,0,0,0,0,0,0,1,0,0,0
209533-96T,AgEye Technologies,0.49,2018,0,0,0,0,0,0,1,0,0,0
228364-21T,AGII,13.70,2023,0,0,0,0,0,0,1,0,0,0
234189-64T,Agili8,0.20,2020,0,0,0,0,0,0,0,0,0,0
220045-33T,Agili8,0.20,2020,0,0,0,0,0,0,1,0,0,1
203185-45T,Agili8,0.92,2020,0,0,0,0,0,0,1,0,0,0
88335-01T,Agrima,0.46,2011,0,0,0,0,0,0,1,0,0,0
134648-38T,Agrima,0.01,2011,0,0,0,0,0,0,1,0,0,0
88334-47T,Agrima,0.04,2011,1,1,0,1,1,1,0,0,0,1
74169-10T,Agrima,,2011,0,0,1,1,1,1,0,0,0,0
88077-61T,Agrima,,2011,0,0,0,0,0,0,1,0,0,0
74169-19T,Agrima,0.01,2011,0,0,0,0,0,0,1,0,0,0
260936-29T,Agrima,,2011,0,0,0,0,0,0,1,0,0,1
174253-78T,Agrio,0.44,2020,0,0,0,0,0,0,1,0,0,1
207488-53T,Agrio,0.59,2020,0,0,0,0,0,0,1,0,0,1
160450-84T,AHOY (Business/Productivity Software),0.42,2018,0,0,0,0,0,0,0,0,0,0
160450-93T,AHOY (Business/Productivity Software),2.55,2018,0,0,0,0,0,0,1,0,0,0
260537-86T,AHOY (Business/Productivity Software),9.27,2018,0,0,0,0,0,0,1,0,0,0
182392-84T,AHOY (Business/Productivity Software),9.49,2018,0,0,0,0,0,0,1,0,0,0
214576-57T,AI Dynamics,0.05,2015,0,0,0,0,0,0,1,0,0,0
68144-05T,AI Dynamics,4.24,2015,0,0,0,0,0,0,1,0,0,0
94627-45T,AI Dynamics,5.22,2015,0,0,0,0,0,0,1,0,0,0
205198-66T,AI Dynamics,8.46,2015,0,0,0,0,0,0,1,0,0,0
121436-29T,AI Dynamics,,2015,0,0,0,0,0,0,1,0,0,1
205387-12T,Ai for Alpha,,2020,0,0,0,0,0,0,0,0,0,0
210225-07T,Ai for Alpha,,2020,0,0,0,0,0,0,1,0,0,1
244222-48T,ai mapit,,2022,0,0,0,0,0,0,1,0,0,0
244406-17T,ai mapit,,2022,0,0,0,0,0,0,1,0,0,0
182238-13T,AI Verse,2.50,2019,0,0,0,0,0,0,1,1,0,0
194033-89T,AI Verse,,2019,0,0,0,0,0,0,1,0,0,0
255252-16T,ai|coustics,1.90,2021,0,0,0,0,0,0,1,0,0,0
265071-34T,ai|coustics,,2021,0,0,0,0,0,0,1,0,0,1
270573-94T,ai|coustics,,2021,0,0,0,0,0,0,1,0,0,0
125588-08T,AI21 Labs,6.81,2017,0,0,0,0,0,0,1,0,0,0
182805-22T,AI21 Labs,71.10,2017,0,0,0,0,0,0,1,0,0,0
234956-98T,AI21 Labs,194.31,2017,1,1,1,1,1,1,0,1,0,0
159802-75T,AI21 Labs,21.19,2017,0,0,0,0,0,0,1,0,0,0
164536-21T,Aibion Technologies,0.04,2019,0,0,0,0,0,0,1,0,0,0
188984-17T,AIDesign,,2020,0,0,0,0,0,0,1,0,0,1
196295-32T,Aidoc,103.48,2016,0,0,1,1,0,0,0,0,0,0
118236-97T,Aidoc,43.34,2016,0,0,1,1,0,0,0,1,0,0
176374-36T,Aidoc,55.42,2016,0,0,0,0,0,0,1,0,0,0
81298-36T,Aidoc,5.45,2016,0,0,0,0,0,0,1,1,0,0
86885-38T,Aidoc,6.64,2016,0,0,0,0,0,0,1,1,0,0
110700-01T,Aidoc,,2016,1,1,0,1,1,1,0,0,0,1
81298-81T,Aidoc,,2016,1,1,0,1,1,1,0,0,0,1
246505-24T,Aidoc,27.82,2016,0,0,0,0,0,0,1,0,0,0
206760-70T,AiDriving,,2013,0,0,0,0,0,0,1,0,0,0
132751-54T,AiDriving,12.66,2013,0,0,0,0,0,0,1,0,0,0
132751-18T,AiDriving,,2013,0,0,0,0,0,0,1,0,0,0
206761-87T,AiDriving,,2013,0,0,0,0,0,0,1,0,0,0
142580-62T,AiDriving,12.35,2013,0,0,0,0,0,0,1,0,0,0
206761-51T,AiDriving,,2013,0,0,0,0,0,0,1,0,0,0
142580-53T,AiDriving,,2013,0,0,0,0,0,0,1,0,0,0
59622-94T,Aiforia (HEL: AIFORIA),,2013,0,0,0,0,0,0,1,0,0,0
98080-12T,Aiforia (HEL: AIFORIA),5.00,2013,0,0,0,0,0,0,1,0,0,0
173594-62T,Aiforia (HEL: AIFORIA),3.19,2013,0,0,0,0,0,0,1,0,0,0
173411-92T,Aiforia (HEL: AIFORIA),25.20,2013,0,0,0,0,0,0,1,0,0,0
59623-03T,Aiforia (HEL: AIFORIA),0.55,2013,0,0,0,0,0,0,1,0,0,0
134912-98T,Aiforia (HEL: AIFORIA),2.10,2013,0,0,0,0,0,0,0,0,0,0
277311-61T,AIIM,,2019,0,0,0,0,0,0,1,0,0,1
255040-30T,AI-InfraSolutions,,2018,0,0,0,0,0,0,1,0,0,0
280662-13T,Aikium,,2022,0,0,0,0,0,0,1,0,0,0
242725-24T,Aikium,,2022,0,0,0,0,0,0,1,0,0,0
245678-23T,AILIKE.ME,0.70,2023,0,0,0,0,0,0,1,1,0,0
260862-76T,Ailon,,2018,0,0,0,0,0,0,1,0,0,0
139167-10T,Ailynix,,2019,0,0,0,0,0,0,1,0,0,0
125761-42T,AiMall,2.90,2018,0,0,0,0,0,0,1,0,0,0
177692-50T,AiMall,,2018,0,0,0,0,0,0,1,0,0,0
184369-15T,AiMall,,2018,0,0,0,0,0,0,1,0,0,0
119241-10T,AIMLedge,0.05,2018,0,0,0,0,0,0,1,0,0,1
260048-35T,Aiotics,0.03,2017,0,0,0,0,0,0,0,0,0,0
123956-47T,aiQ (Financial Software),0.64,2016,0,0,0,0,0,0,1,0,0,0
174666-88T,Airdoc (HKG: 02251),22.65,2015,0,0,0,0,0,0,1,0,0,0
115600-96T,Airdoc (HKG: 02251),23.44,2015,0,0,0,0,0,0,1,1,0,0
174667-60T,Airdoc (HKG: 02251),7.54,2015,0,0,0,0,0,0,1,0,0,0
115600-51T,Airdoc (HKG: 02251),12.86,2015,0,0,0,0,0,0,1,0,0,0
174665-62T,Airdoc (HKG: 02251),31.31,2015,0,0,0,0,0,0,1,1,0,0
115600-24T,Airdoc (HKG: 02251),3.34,2015,0,0,0,0,0,0,1,0,0,0
115600-06T,Airdoc (HKG: 02251),1.07,2015,0,0,0,0,0,0,1,0,0,0
174288-79T,AIRS Medical,,2018,0,0,0,0,0,0,1,0,0,0
174288-61T,AIRS Medical,,2018,0,0,0,0,0,0,1,0,0,0
266510-17T,AIRS Medical,18.61,2018,0,0,0,0,0,0,1,1,0,0
200417-41T,AIRS Medical,17.86,2018,0,0,0,0,0,0,1,1,0,0
260627-59T,AIRS Medical,,2018,0,0,0,0,0,0,1,0,0,1
250538-32T,AIRS Medical,,2018,0,0,0,0,0,0,1,0,0,1
158348-98T,AIRS Medical,,2018,0,0,0,0,0,0,1,0,0,0
199008-37T,AIRS Medical,,2018,0,0,0,0,0,0,1,0,0,1
260487-55T,Airspace,,2015,0,0,0,0,0,0,1,0,0,0
95136-04T,Airspace,17.21,2015,0,0,0,0,0,0,1,0,0,0
69002-38T,Airspace,4.44,2015,0,0,0,0,0,0,1,0,0,0
106082-92T,AitoeLabs,0.03,2017,0,0,0,0,0,0,1,0,0,1
243842-14T,AITRICS,18.75,2016,0,0,0,0,0,0,1,0,0,0
139565-98T,AITRICS,15.46,2016,0,0,0,0,0,0,1,0,0,0
220629-07T,AITRICS,2.60,2016,0,0,0,0,0,0,1,1,0,0
264918-88T,AITRICS,,2016,0,0,0,0,0,0,1,0,0,0
139571-02T,AITRICS,,2016,0,0,0,0,0,0,1,0,0,0
139566-79T,AITRICS,5.90,2016,0,0,0,0,0,0,1,0,0,0
139567-33T,AITRICS,,2016,0,0,0,0,0,0,1,0,0,1
268847-29T,AIV,13.99,2020,0,0,1,1,0,0,0,0,0,0
211680-19T,AIV,,2020,0,0,0,0,0,0,1,0,0,0
211680-55T,AIV,7.27,2020,0,0,0,0,0,0,1,0,0,0
183970-90T,AIV,3.68,2020,0,0,0,0,0,0,1,1,0,0
260188-93T,AIV,,2020,0,0,0,0,0,0,1,0,0,1
190718-47T,AiXcoder,,2017,0,0,0,0,0,0,1,0,0,0
235124-02T,AiXcoder,,2017,0,0,0,0,0,0,1,0,0,0
190718-11T,AiXcoder,,2017,0,0,0,0,0,0,1,0,0,0
190718-65T,AiXcoder,,2017,0,0,0,0,0,0,1,0,0,0
281229-40T,AiXcoder,,2017,0,0,0,0,0,0,1,0,0,0
109296-28T,Aizen,0.36,2016,0,0,0,0,0,0,1,0,0,0
109295-83T,Aizen,5.59,2016,0,0,0,0,0,0,1,0,0,0
109296-73T,Aizen,0.61,2016,0,0,0,0,0,0,0,0,0,0
264467-89T,Aizen,,2016,0,0,0,0,0,0,1,0,0,0
264468-79T,Aizen,,2016,0,0,0,0,0,0,1,0,0,0
264469-24T,Aizen,,2016,0,0,0,0,0,0,1,0,0,1
136798-30T,Aizen,3.86,2016,0,0,0,0,0,0,1,0,0,0
112984-21T,Aizen,,2016,0,0,0,0,0,0,1,0,0,0
165977-74T,Aizen,,2016,0,0,0,0,0,0,1,0,0,1
103162-06T,Aizen,,2016,0,0,0,0,0,0,1,0,0,0
103162-42T,Aizen,0.01,2016,0,0,0,0,0,0,0,0,0,0
103161-79T,Aizen,,2016,0,0,0,0,0,0,1,0,0,1
160807-78T,Akasha Imaging,9.16,2019,0,0,0,0,0,0,1,0,0,0
160025-32T,Akasha Imaging,1.33,2019,0,0,0,0,0,0,1,0,0,0
214308-73T,Akasha Imaging,,2019,0,0,0,0,0,0,1,0,0,0
205377-22T,Akool,,2022,0,0,0,0,0,0,1,0,0,0
265855-15T,Akool,,2022,0,0,0,0,0,0,1,0,0,0
264954-43T,Akool,,2022,0,0,0,0,0,0,1,0,0,0
181212-49T,Akridata,13.57,2018,0,0,0,0,0,0,1,0,0,0
279484-57T,Akridata,,2018,0,0,0,0,0,0,1,0,0,0
180513-19T,Albo Climate,,2019,0,0,0,0,0,0,1,0,0,0
241168-69T,Albo Climate,,2019,1,1,0,1,1,1,0,0,0,1
262776-88T,Albo Climate,,2019,1,1,0,1,1,1,0,0,0,1
262770-40T,Albo Climate,,2019,0,0,0,0,0,0,1,0,0,1
138240-64T,Albo Climate,,2019,0,0,0,0,0,0,1,0,0,1
138241-00T,Albo Climate,0.11,2019,0,0,0,0,0,0,1,0,1,0
203723-65T,Alcatraz AI,0.75,2016,0,0,0,0,0,0,0,0,0,0
196372-09T,Alcatraz AI,24.93,2016,0,0,0,0,0,0,1,0,0,0
135936-73T,Alcatraz AI,12.85,2016,0,0,0,0,0,0,1,0,0,0
171201-16T,Alcatraz AI,5.12,2016,0,0,0,0,0,0,1,0,0,0
121429-36T,Alcatraz AI,3.41,2016,0,0,0,0,0,0,1,0,0,0
177244-93T,Alcatraz AI,1.63,2016,0,0,0,0,0,0,0,0,0,0
158575-69T,AlfredCamera,,2015,0,0,0,0,0,0,1,0,0,0
64213-12T,AlfredCamera,,2015,0,0,0,0,0,0,1,0,0,1
64215-55T,AlfredCamera,,2015,0,0,0,0,0,0,1,0,0,0
174526-21T,Algolux,15.11,2013,0,0,0,0,0,0,1,1,0,0
36712-90T,Algolux,1.34,2013,0,0,0,0,0,0,1,0,0,0
108541-09T,Algolux,,2013,0,0,0,0,0,0,1,0,0,0
103954-33T,Algolux,8.12,2013,0,0,0,0,0,0,1,1,0,0
103954-60T,Algolux,0.69,2013,0,0,0,0,0,0,1,0,0,0
89660-35T,Algolux,0.42,2013,0,0,0,0,0,0,1,0,0,1
199052-74T,Algolux,,2013,0,0,0,0,0,0,1,0,0,0
36532-54T,Algolux,0.26,2013,0,0,0,0,0,0,1,0,0,0
249049-45T,Algoritma,0.09,2017,0,0,0,0,0,0,1,0,0,1
131057-47T,Algoritmica,,2013,0,0,0,0,0,0,1,0,0,1
253312-84T,Algoscope,,2021,0,0,0,0,0,0,1,0,0,1
171484-93T,Alife,8.01,2020,0,0,0,0,0,0,1,0,0,0
190512-73T,Alife,19.87,2020,0,0,0,0,0,0,1,0,0,0
169954-12T,Alife,0.07,2020,0,0,0,0,0,0,0,0,0,0
265357-99T,Alife,,2020,0,0,0,0,0,0,1,0,0,0
266830-48T,AllBigDat,,2019,0,0,0,0,0,0,1,0,0,0
269442-19T,AllBigDat,,2019,0,0,0,0,0,0,1,0,0,0
212812-48T,Allcareable,,2019,0,0,0,0,0,0,1,0,0,1
212812-03T,Allcareable,,2019,0,0,0,0,0,0,1,0,0,1
166522-33T,Allganize,8.23,2017,0,0,0,0,0,0,1,1,0,0
244762-66T,Allganize,18.88,2017,0,0,1,1,0,0,0,1,0,1
118530-37T,Allganize,3.01,2017,0,0,0,0,0,0,1,1,0,0
107841-97T,Allganize,8.52,2017,0,0,0,0,0,0,1,1,0,1
133432-39T,Allganize,0.02,2017,0,0,0,0,0,0,1,0,1,0
262939-51T,Allganize,,2017,0,0,0,0,0,0,1,0,0,0
166521-79T,Allganize,,2017,0,0,0,0,0,0,1,0,0,1
166521-88T,Allganize,,2017,0,0,0,0,0,0,1,0,0,1
270515-26T,Allread,,2019,0,0,0,0,0,0,1,0,0,0
127957-06T,Allread,,2019,0,0,0,0,0,0,1,0,0,0
127956-61T,Allread,0.01,2019,0,0,0,0,0,0,1,0,0,0
211926-70T,Allread,,2019,0,0,0,0,0,0,1,0,0,0
207867-16T,Allread,2.50,2019,0,0,0,0,0,0,1,0,0,0
177374-35T,Allread,0.01,2019,0,0,0,0,0,0,1,0,0,0
218676-16T,Allread,,2019,0,0,0,0,0,0,1,0,0,0
134803-81T,Allread,,2019,0,0,0,0,0,0,1,0,0,0
157674-34T,Allread,0.70,2019,0,0,0,0,0,0,1,0,0,0
127953-64T,Allread,,2019,0,0,0,0,0,0,1,0,0,0
177365-71T,Allread,,2019,0,0,1,1,0,0,0,0,0,0
124264-63T,Allread,0.05,2019,0,0,0,0,0,0,1,0,0,1
270518-77T,Allread,,2019,0,0,0,0,0,0,1,0,0,0
199276-66T,Almug,0.13,2015,0,0,0,0,0,0,1,0,0,0
125183-89T,ALOG,0.01,2016,0,0,0,0,0,0,1,0,0,1
191116-27T,AlpacaJapan,5.99,2013,0,0,0,0,0,0,1,1,0,0
191117-53T,AlpacaJapan,10.99,2013,0,0,0,0,0,0,1,0,0,0
94652-56T,AlphaChat,,2017,0,1,0,1,1,1,0,0,0,0
181111-24T,Alpine Intuition,0.46,2019,0,0,0,0,0,0,1,0,0,0
164460-25T,Altered,1.17,2018,0,0,0,0,0,0,1,0,0,0
205103-44T,Altered,0.84,2018,0,0,0,0,0,0,1,0,0,0
164303-11T,Altered,0.99,2018,0,0,0,0,0,0,1,0,0,0
217542-52T,Altered,0.44,2018,0,0,0,0,0,0,0,0,0,0
199733-77T,Altis Movement Technologies,0.10,2019,0,0,0,0,0,0,0,0,0,0
188533-18T,Altis Movement Technologies,10.16,2019,0,0,0,0,0,0,1,0,0,0
188531-65T,Altis Movement Technologies,1.74,2019,0,0,0,0,0,0,1,0,0,0
127011-25T,Altris AI,0.41,2018,0,0,0,0,0,0,1,0,0,0
161038-63T,Altris AI,0.01,2018,0,0,0,0,0,0,1,0,0,0
195246-91T,Altris AI,0.95,2018,0,0,1,1,0,0,0,0,0,0
251511-49T,Altris AI,,2018,0,0,0,0,0,0,1,0,0,0
274439-44T,Altris AI,,2018,0,0,0,0,0,0,1,0,0,0
127010-53T,Altris AI,0.01,2018,0,0,0,0,0,0,0,0,0,0
115524-82T,alwaysAI,3.50,2018,0,0,0,0,0,0,1,0,0,0
205673-50T,alwaysAI,6.61,2018,0,0,0,0,0,0,1,0,0,0
168570-10T,alwaysAI,3.82,2018,0,0,0,0,0,0,1,0,0,0
140511-70T,Amelue,,2017,0,0,0,0,0,0,1,0,0,1
123412-24T,Amplified,2.11,2017,0,0,0,0,0,0,1,0,0,1
211524-85T,Amplified,,2017,0,0,0,0,0,0,1,0,0,0
200944-99T,Amplified,,2017,0,0,0,0,0,0,1,0,0,0
211032-82T,Analytical AI,0.21,2018,0,0,0,0,0,0,1,0,0,0
210219-58T,Analytical AI,1.67,2018,0,0,0,0,0,0,1,0,0,0
227511-28T,Analytical AI,2.54,2018,0,0,0,0,0,0,0,0,0,0
253266-22T,Analytical AI,,2018,0,0,0,0,0,0,1,0,0,0
253266-31T,Analytical AI,,2018,0,0,0,0,0,0,1,0,0,0
227735-65T,Analytical AI,0.92,2018,0,0,0,0,0,0,0,0,0,0
119872-63T,Analytical AI,,2018,0,0,0,0,0,0,1,0,0,1
227510-83T,Analytical AI,0.14,2018,0,0,0,0,0,0,0,0,0,0
208293-76T,Analytical AI,0.18,2018,0,0,0,0,0,0,0,0,0,0
214144-39T,Anastasia,0.23,2017,0,0,0,0,0,0,1,0,0,0
170281-54T,Anastasia,1.02,2017,0,0,0,0,0,0,1,0,0,0
174047-86T,Anaut,0.88,2020,0,0,0,0,0,0,1,0,0,0
257940-19T,Anaut,,2020,0,0,0,0,0,0,1,0,0,0
257940-10T,Anaut,,2020,0,0,0,0,0,0,1,0,0,0
266566-78T,Anaut,,2020,0,0,1,1,0,0,0,0,0,1
257940-01T,Anaut,,2020,0,0,0,0,0,0,1,0,0,0
270770-50T,Anaut,,2020,0,0,0,0,0,0,1,0,0,1
122998-24T,Ancda.com,,2013,0,0,0,0,0,0,1,0,0,0
122998-15T,Ancda.com,,2013,0,0,0,0,0,0,1,0,0,0
179873-20T,Anima (Decision/Risk Analysis),0.01,2017,0,0,0,0,0,0,1,0,0,0
