deal_id,company,deal_size,year_founded,gafam,bigtech_narrow,bigtech_large_excluding_gafamn,bigtech_large_composite,ai_giant_narrow,ai_giant_large,no_bigtech,big_no_tech,acc_inc_custom,acc_inc_pb
224363-44T,Cron AI,0.37,2015,0,0,0,0,0,0,1,0,0,0
80816-77T,CrowdAI,1.90,2016,0,0,0,0,0,0,1,0,0,0
139672-81T,CrowdAI,8.52,2016,0,0,0,0,0,0,1,0,0,1
122245-75T,CrowdAI,0.41,2016,0,0,0,0,0,0,1,0,0,0
139676-50T,CrowdAI,,2016,0,0,0,0,0,0,1,0,0,1
265365-37T,CrowdAI,,2016,0,0,0,0,0,0,1,0,0,0
74705-95T,CrowdAI,0.11,2016,0,0,0,0,0,0,1,0,0,1
140733-19T,Crowdworks AI (KRX: 355390),0.07,2017,0,0,0,0,0,0,1,0,0,0
140738-86T,Crowdworks AI (KRX: 355390),7.79,2017,0,0,0,0,0,0,1,0,0,0
140736-07T,Crowdworks AI (KRX: 355390),15.22,2017,0,0,0,0,0,0,1,0,0,0
214909-93T,Crowdworks AI (KRX: 355390),,2017,0,0,0,0,0,0,1,0,0,0
203684-68T,Crowdworks AI (KRX: 355390),,2017,0,0,0,0,0,0,1,0,0,0
140737-69T,Crowdworks AI (KRX: 355390),0.10,2017,0,0,0,0,0,0,1,0,0,0
264619-09T,Crowdworks AI (KRX: 355390),,2017,0,0,0,0,0,0,1,0,0,0
140738-41T,Crowdworks AI (KRX: 355390),1.17,2017,0,0,0,0,0,0,1,0,0,1
140734-54T,Crowdworks AI (KRX: 355390),0.15,2017,0,0,0,0,0,0,1,0,0,0
140734-00T,Crowdworks AI (KRX: 355390),0.05,2017,0,0,0,0,0,0,0,0,0,0
140735-35T,Crowdworks AI (KRX: 355390),0.39,2017,0,0,0,0,0,0,1,0,0,1
212878-90T,Cryptomiles,0.04,2017,0,0,0,0,0,0,0,0,0,0
212874-13T,Cryptomiles,,2017,0,0,0,0,0,0,1,0,0,0
125989-30T,Cryptomiles,0.18,2017,0,0,0,0,0,0,1,0,0,1
278435-89T,CTGT,,2023,0,0,0,0,0,0,1,0,0,0
276294-16T,CTGT,0.46,2023,0,0,0,0,0,0,1,0,0,1
218904-94T,Cubroid,0.07,2017,0,0,0,0,0,0,0,0,0,0
218906-47T,Cubroid,0.03,2017,0,0,0,0,0,0,0,0,0,0
201046-78T,Cubroid,,2017,0,0,0,0,0,0,1,0,0,0
201047-23T,Cubroid,,2017,0,0,0,0,0,0,1,0,0,1
205072-48T,Curatio DL,0.31,2020,0,0,0,0,0,0,0,0,0,0
114123-34T,CureMetrix,24.84,2014,0,0,0,0,0,0,1,0,1,0
49214-80T,CureMetrix,,2014,0,0,0,0,0,0,1,0,1,0
208621-36T,CureMetrix,4.12,2014,0,0,0,0,0,0,1,0,0,0
266503-15T,CurieDx,0.27,2021,0,0,0,0,0,0,1,0,0,0
274651-93T,CurieDx,,2021,0,0,0,0,0,0,1,0,0,1
265879-72T,CurieDx,0.87,2021,0,0,0,0,0,0,0,0,0,0
265877-65T,CurieDx,,2021,0,0,0,0,0,0,1,0,0,0
265876-84T,CurieDx,0.05,2021,1,1,0,1,1,1,0,0,0,0
248487-49T,CurieDx,,2021,0,0,0,0,0,0,0,0,0,0
244212-31T,CurieDx,0.47,2021,0,0,0,0,0,0,0,0,0,0
265869-28T,CurieDx,,2021,0,0,0,0,0,0,1,0,0,1
126943-75T,Cwork MicroJob,0.05,2017,0,0,0,0,0,0,1,0,0,0
126943-21T,Cwork MicroJob,0.01,2017,0,0,0,0,0,0,1,0,0,1
255881-89T,Cyanapse,0.09,2016,0,0,0,0,0,0,0,0,0,0
73310-50T,Cyber 20/20,0.04,2015,0,0,0,0,0,0,1,0,0,1
136984-15T,Cyber 20/20,0.18,2015,0,0,0,0,0,0,1,0,0,0
182830-96T,Cyber 20/20,,2015,0,0,0,0,0,0,1,0,0,0
52495-93T,Cyndx,0.44,2013,0,0,0,0,0,0,0,0,0,0
96305-95T,Cyndx,8.41,2013,0,0,0,0,0,0,1,0,0,0
108319-06T,Cyndx,,2013,0,0,0,0,0,0,1,0,0,0
211890-97T,Dabeeo,6.52,2012,0,0,0,0,0,0,1,0,0,0
135181-99T,Dabeeo,2.23,2012,0,0,0,0,0,0,1,0,0,0
89390-80T,Dabeeo,0.83,2012,0,0,0,0,0,0,1,0,0,0
255643-48T,Dabeeo,5.53,2012,0,0,0,0,0,0,1,0,0,0
135181-72T,Dabeeo,0.38,2012,0,0,0,0,0,0,1,0,0,0
255396-97T,Dabeeo,,2012,0,0,1,1,0,0,0,0,0,1
196267-51T,Dabeeo,,2012,0,0,0,0,0,0,1,0,0,1
192248-20T,Daimon Labs,1.36,2022,0,0,0,0,0,0,1,0,0,0
256480-93T,Dala (Healthcare Services),,2019,0,0,0,0,0,0,1,0,0,1
254270-89T,dannce.ai,2.42,2023,0,0,0,0,0,0,1,1,0,0
171903-16T,Dao Ying Audio,,2019,0,0,0,0,0,0,1,0,0,0
171903-34T,Dao Ying Audio,1.28,2019,0,0,0,0,0,0,1,0,0,0
171903-07T,Dao Ying Audio,,2019,0,0,0,0,0,0,1,0,0,0
235170-19T,Dashin,,2015,0,0,0,0,0,0,1,0,0,0
235170-37T,Dashin,,2015,0,0,0,0,0,0,1,0,0,0
95560-84T,Dashin,,2015,0,0,0,0,0,0,1,0,0,0
227604-25T,DataExa,12.83,2014,0,0,0,0,0,0,1,0,0,0
127333-72T,DataExa,12.87,2014,0,0,0,0,0,0,1,0,0,0
127334-44T,DataExa,,2014,0,0,0,0,0,0,1,0,0,0
194032-45T,DataExa,14.32,2014,0,0,0,0,0,0,1,0,0,0
260878-60T,DataExa,,2014,0,0,0,0,0,0,1,0,0,0
127334-17T,DataExa,,2014,0,0,0,0,0,0,1,0,0,0
167755-96T,Datafarm (Network Management Software),,2012,0,0,0,0,0,0,1,0,0,0
184175-38T,DataGrid,2.30,2017,0,0,0,0,0,0,1,1,0,1
195828-04T,DataGrid,0.36,2017,0,0,0,0,0,0,1,0,0,0
178990-48T,DataGrid,0.12,2017,0,0,0,0,0,0,1,0,0,0
206662-33T,Dataleon,0.14,2016,0,0,0,0,0,0,1,0,0,0
99524-44T,Dataperformers,,2013,0,0,0,0,0,0,1,0,0,1
250251-76T,DataProphet,,2013,0,0,0,0,0,0,1,0,0,0
278497-45T,DataProphet,,2013,0,0,0,0,0,0,1,0,0,0
155056-51T,DataProphet,9.84,2013,0,0,0,0,0,0,1,0,0,0
107439-22T,DataProphet,1.22,2013,0,0,0,0,0,0,1,0,0,0
265409-47T,DataProphet,,2013,0,0,0,0,0,0,1,0,0,0
71998-39T,DataProphet,,2013,0,0,0,0,0,0,1,0,0,0
191053-00T,DataScope (Business/Productivity Software),,2018,0,0,0,0,0,0,1,0,0,0
203798-89T,DataTrails,6.62,2018,0,0,0,0,0,0,1,0,0,0
132503-23T,DataTrails,3.43,2018,0,0,0,0,0,0,1,0,0,0
171547-66T,DataTrails,,2018,0,0,0,0,0,0,1,0,0,0
160284-79T,DataTrails,1.70,2018,0,0,0,0,0,0,1,0,0,0
179503-21T,Dataunitor,0.05,2016,0,0,0,0,0,0,0,0,0,0
187533-73T,Dataxo,2.97,2014,0,0,0,0,0,0,1,0,0,0
111434-77T,Dataxo,0.82,2014,0,0,0,0,0,0,1,0,0,0
212538-70T,Dataxo,0.36,2014,0,0,0,0,0,0,1,0,0,0
247051-27T,DatologyAI,10.79,2023,0,0,0,0,0,0,1,0,0,0
258867-10T,DatologyAI,42.55,2023,1,1,0,1,1,1,0,0,0,0
207423-64T,Dawako Medtech,0.64,2018,0,0,0,0,0,0,0,0,0,0
207423-55T,Dawako Medtech,0.29,2018,0,0,0,0,0,0,0,0,0,0
205526-44T,Dawako Medtech,0.64,2018,0,0,0,0,0,0,0,0,0,0
205523-20T,Dawako Medtech,1.80,2018,0,0,0,0,0,0,1,0,0,0
205528-06T,Dawako Medtech,0.53,2018,0,0,0,0,0,0,0,0,0,0
215121-79T,Dawnline,,2020,0,0,0,0,0,0,1,0,0,0
215122-24T,Dawnline,,2020,0,0,0,0,0,0,1,0,0,0
131306-50T,Dco.ai,0.04,2017,0,0,0,0,0,0,1,0,0,1
226537-21T,DDH,7.09,2018,0,0,0,0,0,0,1,1,0,0
189060-67T,Deargen,4.51,2016,0,0,0,0,0,0,1,0,0,0
158231-26T,Deargen,0.29,2016,0,0,0,0,0,0,1,0,0,0
189060-94T,Deargen,14.72,2016,0,0,0,0,0,0,1,0,0,0
158230-54T,Deargen,0.61,2016,0,0,0,0,0,0,1,0,0,1
158271-13T,Deci,,2019,0,0,0,0,0,0,1,0,0,0
257761-72T,Deci,,2019,0,0,0,0,0,0,1,1,0,1
199362-70T,Deci,24.04,2019,0,0,0,0,0,0,1,1,0,0
158271-31T,Deci,7.73,2019,0,0,0,0,0,0,1,1,0,0
181944-28T,Deci,18.06,2019,0,0,1,1,0,0,0,1,0,0
264401-65T,Deci,,2019,0,0,0,0,0,0,1,0,0,0
158271-22T,Deci,,2019,0,0,1,1,0,0,0,0,0,1
181829-26T,Deci,1.57,2019,0,0,0,0,0,0,1,1,0,0
51606-55T,Decooda,,2010,0,0,0,0,0,0,1,0,0,0
91498-24T,Decooda,,2010,0,0,0,0,0,0,1,0,0,0
119835-01T,Deep AI,4.55,2017,0,0,0,0,0,0,1,0,0,0
250771-33T,Deep AI,,2017,0,0,1,1,0,0,0,0,0,1
211047-67T,Deep Apple,4.43,2021,1,1,0,1,1,1,0,0,0,0
247650-13T,Deep Apple,47.82,2021,1,1,0,1,1,1,0,0,0,0
207568-72T,Deep Bio,1.44,2015,0,0,0,0,0,0,1,0,0,0
180491-77T,Deep Bio,,2015,0,0,0,0,0,0,1,1,0,0
207573-85T,Deep Bio,4.54,2015,0,0,0,0,0,0,1,1,0,0
244075-69T,Deep Bio,1.05,2015,0,0,0,0,0,0,1,0,0,0
259314-04T,Deep Bio,,2015,0,0,0,0,0,0,1,0,0,1
250450-75T,Deep Bio,,2015,0,0,0,0,0,0,1,0,0,1
220502-44T,Deep Cognition,1.62,2017,0,0,0,0,0,0,1,0,0,0
228619-90T,Deep Detection,,2020,0,0,0,0,0,0,1,0,0,0
182280-16T,Deep Detection,2.60,2020,0,0,0,0,0,0,1,0,0,1
260869-33T,Deep Detection,,2020,0,0,1,1,0,0,0,0,0,1
210402-73T,Deep Detection,,2020,0,0,0,0,0,0,1,0,0,0
175664-17T,Deep Detection,0.05,2020,0,0,0,0,0,0,0,0,0,0
212810-23T,Deep Embedded Tech,,2020,0,0,0,0,0,0,1,0,0,1
103787-02T,Deep Force,,2017,0,0,0,0,0,0,1,0,0,0
242742-97T,Deep Innovations,0.01,2017,0,0,0,0,0,0,0,0,0,0
186242-59T,Deep Insight,0.02,2016,0,0,0,0,0,0,1,0,0,0
186242-77T,Deep Insight,0.23,2016,0,0,0,0,0,0,1,0,0,0
186243-04T,Deep Insight,1.64,2016,0,0,0,0,0,0,1,0,0,0
176385-70T,Deep Inspection,1.14,2015,0,0,1,1,0,0,0,0,0,1
220055-68T,Deep Inspection,4.73,2015,0,0,1,1,0,0,0,0,0,0
223341-40T,Deep Inspection,0.01,2015,0,0,0,0,0,0,1,0,0,0
220055-50T,Deep Inspection,,2015,0,0,0,0,0,0,1,0,0,1
278528-95T,Deep Instinct,,2015,0,0,0,0,0,0,1,0,0,0
90631-54T,Deep Instinct,51.02,2015,0,1,1,1,1,1,0,0,0,0
130423-06T,Deep Instinct,38.94,2015,0,1,1,1,1,1,0,0,0,0
170888-23T,Deep Instinct,146.08,2015,0,0,1,1,0,0,0,0,0,0
204290-92T,Deep Instinct,62.01,2015,0,0,0,0,0,0,1,0,0,0
64799-56T,Deep Instinct,5.76,2015,0,0,0,0,0,0,1,0,0,0
134927-11T,Deep Instinct,,2015,0,0,0,0,0,0,1,0,0,0
265181-59T,Deep Learning Robotics,,2015,0,0,0,0,0,0,1,0,0,0
93208-51T,Deep Learning Robotics,0.49,2015,0,0,0,0,0,0,1,0,0,1
254086-66T,Deep LS,0.01,2021,0,0,0,0,0,0,1,0,0,1
260232-58T,Deep Medical,2.82,2020,0,0,0,0,0,0,1,0,0,0
81968-23T,Deep Relevance,,2015,0,0,0,0,0,0,1,0,0,1
201468-52T,Deep Render,2.50,2017,0,0,0,0,0,0,0,0,0,0
133678-72T,Deep Render,0.57,2017,0,0,0,0,0,0,0,0,0,0
219345-67T,Deep Render,5.73,2017,0,0,0,0,0,0,1,0,0,0
136134-73T,Deep Render,1.80,2017,0,0,0,0,0,0,1,0,0,0
133678-63T,Deep Render,0.28,2017,0,0,0,0,0,0,1,0,0,0
202935-79T,Deep Talk,0.08,2020,0,0,0,0,0,0,1,0,0,0
202935-61T,Deep Talk,0.03,2020,0,0,0,0,0,0,1,0,0,1
192417-22T,Deep Word,0.01,2020,0,0,0,0,0,0,0,0,0,0
166299-85T,Deep Word,0.02,2020,0,0,0,0,0,0,1,0,0,0
125407-27T,DeepAlert,0.01,2014,0,0,0,0,0,0,1,0,0,1
121447-09T,DeepBiome Therapeutics,6.59,2016,0,0,0,0,1,1,1,0,0,0
101027-62T,DeepBiome Therapeutics,1.69,2016,0,0,0,0,0,0,1,0,0,0
101027-08T,DeepBiome Therapeutics,,2016,0,0,0,0,0,0,1,0,0,0
183650-41T,DeepBits,0.01,2017,0,0,0,0,0,0,0,0,0,0
183553-66T,DeepBits,,2017,0,0,0,0,0,0,0,0,0,0
183646-27T,DeepBits,0.45,2017,0,0,0,0,0,0,0,0,0,0
188727-13T,DeepCardio,2.95,2020,0,0,0,0,0,0,1,1,0,0
260194-87T,DeepCardio,,2020,0,0,0,0,0,0,1,0,0,1
156476-89T,DeepCube,5.91,2017,0,0,0,0,0,0,1,0,0,0
183050-92T,DeepCure,34.50,2018,0,0,1,1,0,0,0,0,0,0
125532-19T,DeepCure,,2018,0,0,0,0,0,0,1,0,0,1
117226-27T,DeepCure,0.72,2018,0,0,0,0,0,0,1,0,0,0
256667-05T,DeepCure,22.68,2018,0,0,0,0,0,0,1,0,0,0
267814-36T,DeepCure,,2018,0,0,0,0,0,0,1,0,0,0
125531-65T,DeepCure,5.38,2018,0,0,1,1,0,0,0,0,0,0
155919-88T,DeepCyto,,2018,0,0,0,0,0,0,1,0,0,0
155919-70T,DeepCyto,,2018,0,0,0,0,0,0,1,0,0,0
188223-13T,Deepdub,17.64,2019,0,0,0,0,0,0,1,1,0,0
201067-48T,Deeper-i,,2017,0,0,0,0,0,0,1,0,0,0
201067-57T,Deeper-i,,2017,0,0,0,0,0,0,1,0,0,1
241893-91T,deepeye Medical,2.50,2021,0,0,0,0,0,0,1,0,0,0
113065-93T,deepgreen,0.52,2017,0,0,0,0,0,0,1,0,0,0
95349-34T,deepgreen,0.03,2017,0,0,0,0,0,0,1,0,0,1
87886-00T,DeePhi,33.95,2016,0,0,1,1,0,0,0,0,0,0
87887-17T,DeePhi,,2016,0,0,0,0,0,0,1,0,0,0
140760-01T,DeePhi,,2016,0,0,0,0,0,0,1,0,0,0
258096-16T,DeepIR,,2015,0,0,0,0,0,0,1,0,0,0
279645-13T,DeepLife,9.49,2019,0,0,0,0,0,0,1,0,0,0
262726-12T,DeepLife,,2019,0,0,0,0,0,0,1,0,0,1
163952-47T,DeepLife,0.01,2019,0,0,0,0,0,0,1,0,0,1
201023-20T,DeepLife,1.81,2019,0,0,0,0,0,0,1,0,0,0
157611-88T,Deeplite,5.04,2018,0,0,0,0,0,0,1,0,0,1
127931-77T,Deeplite,,2018,0,0,0,0,0,0,1,0,0,1
252978-67T,Deeplite,,2018,0,0,0,0,0,0,1,0,0,1
272268-82T,Deeplite,,2018,1,1,0,1,1,1,0,0,0,1
265172-95T,Deeplite,,2018,0,0,0,0,0,0,1,0,0,0
104455-99T,Deeplite,0.42,2018,0,0,0,0,0,0,1,0,0,1
117015-22T,DeeplyCurious AI,1.34,2016,0,0,0,0,0,0,1,0,0,0
242337-61T,DeeplyCurious AI,1.92,2016,0,0,0,0,0,0,1,0,0,0
180435-34T,DeepMed I/O,,2017,0,0,0,0,0,0,1,0,0,1
132312-07T,DeepMed I/O,1.20,2017,0,0,0,0,0,0,0,0,0,0
224687-53T,DeepMirror,,2019,0,0,0,0,0,0,1,0,0,0
224686-81T,DeepMirror,0.68,2019,0,0,0,0,0,0,0,0,0,0
107884-72T,DeepMotion,3.61,2014,0,0,0,0,0,0,1,0,0,0
105821-56T,DeepMotion,2.21,2014,0,0,0,0,0,0,1,1,0,0
218448-01T,DeepMotion,,2014,0,0,0,0,0,0,1,0,0,0
117569-35T,DeepMotion,1.94,2014,0,0,1,1,0,0,0,1,0,0
137040-85T,DeepNatural,0.35,2017,0,0,0,0,0,0,1,0,0,0
262748-71T,DeepNatural,,2017,0,0,0,0,0,0,1,0,0,0
218967-67T,DeepNatural,,2017,0,0,0,0,0,0,1,0,0,1
267951-34T,DeepNatural,,2017,0,0,0,0,0,0,1,0,0,0
199007-65T,DeepNFTValue,4.05,2022,0,0,0,0,0,0,1,0,0,0
195925-15T,Deepnify,,2017,0,0,0,0,0,0,1,0,0,1
200659-51T,DeepOpinion,0.50,2019,0,0,0,0,0,0,1,0,0,0
273101-14T,DeepOpinion,11.00,2019,0,0,1,1,0,0,0,0,0,0
262725-22T,DeepOpinion,,2019,0,0,0,0,0,0,1,0,0,1
243101-71T,DeepOpinion,1.95,2019,0,0,0,0,0,0,0,0,0,0
200656-54T,DeepOpinion,2.00,2019,0,0,0,0,0,0,1,0,0,0
232892-02T,Deepreneur,,2023,0,0,0,0,0,0,1,0,0,0
103426-84T,DeepScale,12.18,2015,0,0,0,0,0,0,1,0,0,1
82922-68T,DeepScale,2.82,2015,0,0,0,0,0,0,1,0,0,0
82939-69T,DeepScale,0.21,2015,0,0,0,0,0,0,0,0,0,0
108866-44T,DeepScale,0.61,2015,0,0,0,0,0,0,0,0,0,0
96909-94T,DeepScale,,2015,0,0,0,0,0,0,1,0,0,1
167193-28T,DeepSense,,2015,0,0,0,0,0,0,1,0,0,0
124397-29T,DeepSig,7.23,2017,0,0,0,0,0,0,1,1,0,0
105791-05T,DeepSig,1.22,2017,0,0,0,0,0,0,1,0,0,0
118064-98T,DeepSig,1.81,2017,0,0,0,0,0,0,1,0,0,0
214429-15T,DeepSig,5.29,2017,0,0,0,0,0,0,1,1,0,0
105790-87T,DeepSig,1.02,2017,0,0,0,0,0,0,0,0,0,0
186749-38T,DeepSight AI Labs,0.02,2018,0,0,0,0,0,0,0,0,0,0
132329-80T,DeepSight AI Labs,,2018,0,0,0,0,0,0,1,0,0,0
212080-15T,DeepSight AI Labs,0.09,2018,0,0,0,0,0,0,1,0,0,0
208601-47T,DeepSight AI Labs,,2018,0,0,0,0,0,0,1,0,0,1
171240-67T,DeepSight AI Labs,0.03,2018,0,0,0,0,0,0,1,0,0,0
132328-45T,DeepSight AI Labs,,2018,0,0,0,0,0,0,1,0,0,1
208594-54T,DeepSight AI Labs,0.24,2018,0,0,0,0,0,0,1,0,0,0
132329-17T,DeepSight AI Labs,,2018,0,0,0,0,0,0,1,0,0,1
170729-47T,DeepSpin,,2019,0,0,0,0,0,0,1,0,0,0
138982-51T,DeepSpin,0.60,2019,0,0,0,0,0,0,1,0,0,1
213672-79T,DeepSpin,3.50,2019,0,0,0,0,0,0,0,0,0,0
194443-57T,DeepSpin,,2019,0,0,0,0,0,0,1,0,0,1
158311-36T,DeepSpin,0.05,2019,0,0,0,0,0,0,1,0,0,1
183541-24T,DeepSpin,0.05,2019,0,0,0,0,0,0,0,0,0,0
138981-97T,DeepSpin,,2019,0,0,0,0,0,0,1,0,0,1
138573-64T,DeepSpin,,2019,0,0,0,0,0,0,1,0,0,1
273703-60T,DeepSpin,,2019,0,0,0,0,0,0,1,0,0,0
201582-82T,Deepthink.ai,0.85,2017,0,0,0,0,0,0,1,0,0,0
185249-26T,Deepthink.ai,,2017,0,0,0,0,0,0,1,0,0,0
168444-28T,Deepthink.ai,,2017,0,0,0,0,0,0,1,1,0,0
209650-42T,Deepthink.ai,,2017,0,0,0,0,0,0,1,0,0,0
254818-63T,Deepthink.ai,,2017,0,0,0,0,0,0,1,0,0,0
254817-73T,Deepthink.ai,,2017,0,0,0,0,0,0,1,0,0,0
207131-32T,Deepvalidation,0.33,2017,0,0,0,0,0,0,1,0,0,0
159733-72T,DeepVision AI,,2016,0,0,0,0,0,0,1,0,0,0
124481-80T,DeepVision AI,1.28,2016,0,0,1,1,0,0,0,1,0,0
139934-98T,DeepVision(AI),,2019,0,0,0,0,0,0,1,0,0,0
264677-95T,DeepVisionTech,,2019,0,0,0,0,0,0,1,0,0,1
215694-55T,DeepVisionTech,3.00,2019,0,0,0,0,0,0,1,0,0,1
140563-27T,DeepVoxel,,2017,0,0,0,0,0,0,1,0,0,0
172449-91T,DEEPX,0.45,2018,0,0,0,0,0,0,1,0,0,0
252892-63T,DEEPX,75.20,2018,0,0,0,0,0,0,1,0,0,0
172448-83T,DEEPX,3.45,2018,0,0,0,0,0,0,1,1,0,0
172448-29T,DEEPX,15.52,2018,0,0,0,0,0,0,1,1,0,0
273462-94T,DEEPX,,2018,0,0,0,0,0,0,1,0,0,0
252895-78T,DEEPX,,2018,0,0,1,1,0,0,0,0,0,1
206672-86T,deevio,,2018,0,0,0,0,0,0,1,0,0,0
276994-18T,deevio,0.03,2018,0,0,0,0,0,0,1,0,0,1
119788-57T,deevio,0.88,2018,0,0,0,0,0,0,1,0,0,1
261795-16T,Deltawave,0.15,2023,0,0,0,0,0,0,1,0,0,0
120140-38T,Delve (Network Management Software),,2014,0,0,0,0,0,0,1,0,0,0
79932-79T,Delve (Network Management Software),1.41,2014,0,0,0,0,0,0,1,0,0,1
81493-12T,Delve (Network Management Software),0.27,2014,0,0,0,0,0,0,1,0,0,0
65479-33T,Delve (Network Management Software),,2014,0,0,0,0,0,0,1,0,0,1
108940-69T,Derq,,2016,0,0,0,0,0,0,0,0,0,0
276011-20T,Derq,,2016,0,0,0,0,0,0,1,1,0,0
171855-28T,Derq,0.42,2016,0,0,0,0,0,0,1,0,0,0
96084-01T,Derq,1.27,2016,0,0,0,0,0,0,1,0,0,0
160653-34T,Derq,,2016,0,0,0,0,0,0,1,0,0,0
108941-95T,Derq,0.07,2016,0,0,0,0,0,0,0,0,0,0
114747-85T,Derq,0.02,2016,0,0,0,0,0,0,0,0,0,0
126353-98T,Derq,1.35,2016,0,0,0,0,0,0,1,0,0,0
96083-02T,Derq,0.11,2016,0,0,0,0,0,0,1,0,1,0
117385-39T,Determined AI,9.72,2017,0,0,0,0,0,0,1,0,0,1
95676-49T,Determined AI,2.23,2017,0,0,0,0,0,0,1,0,0,1
197091-28T,Determined AI,,2017,0,0,0,0,0,0,1,0,0,0
225446-41T,Develop Health,1.66,2022,0,0,0,0,0,0,1,0,0,0
272621-62T,Develop Health,,2022,0,0,0,0,0,0,1,0,0,0
234437-95T,DevJeco,,2023,0,0,0,0,0,0,1,0,0,0
140436-19T,Dexin Medical,,2011,0,0,0,0,0,0,1,0,0,0
140069-26T,Dezzai,9.81,2015,0,0,0,0,0,0,0,0,0,0
140080-06T,Dezzai,,2015,0,0,0,0,0,0,1,0,0,1
179872-03T,Dhee.ai,0.24,2017,0,0,0,0,0,0,1,0,0,0
190366-93T,Dhee.ai,0.25,2017,0,0,0,0,0,0,1,0,0,0
127610-74T,Dhee.ai,,2017,1,1,0,1,1,1,0,0,0,1
107908-75T,Dhee.ai,0.15,2017,0,0,0,0,0,0,1,0,0,0
260954-02T,Dhee.ai,,2017,0,0,0,0,0,0,1,0,0,1
140518-54T,Diannei Technologies,,2016,0,0,0,0,0,0,1,0,0,0
179885-89T,Diannei Technologies,,2016,0,0,0,0,0,0,1,0,0,0
140518-09T,Diannei Technologies,1.27,2016,0,0,0,0,0,0,1,0,0,0
188512-75T,Diannei Technologies,,2016,0,0,0,0,0,0,1,0,0,0
206833-42T,Dianox,,2019,0,0,0,0,0,0,1,0,0,1
206833-78T,Dianox,0.05,2019,0,0,0,0,0,0,1,0,0,0
21572-11T,Diffbot,1.57,2012,0,0,0,0,0,0,1,0,1,1
51362-11T,Diffbot,9.12,2012,0,0,1,1,1,1,0,0,0,0
51282-91T,Diffbot,2.69,2012,0,0,0,0,0,0,1,0,0,0
207570-97T,DigitalGenius,0.19,2013,0,0,0,0,0,0,1,0,0,0
99884-71T,DigitalGenius,3.70,2013,0,0,0,0,0,0,1,0,0,0
183093-67T,DigitalGenius,6.83,2013,0,0,0,0,0,0,1,0,0,0
68922-91T,DigitalGenius,3.63,2013,0,0,1,1,0,0,0,0,0,0
98907-13T,DigitalGenius,12.48,2013,0,0,1,1,0,0,0,0,0,0
52172-92T,DigitalGenius,2.84,2013,0,0,0,0,0,0,1,0,0,0
180924-04T,DigitalGenius,,2013,0,0,0,0,0,0,1,0,0,0
89518-96T,DigitalGenius,,2013,0,0,0,0,0,0,1,0,0,1
207563-95T,DigitalGenius,,2013,0,0,0,0,0,0,1,0,0,0
133343-56T,Dilepix,1.13,2018,0,0,0,0,0,0,1,0,0,0
114537-16T,Dilepix,,2018,0,0,0,0,0,0,1,0,0,0
114536-62T,Dilepix,,2018,0,0,0,0,0,0,1,0,0,1
158451-67T,Dilepix,0.45,2018,0,0,0,0,0,0,0,0,0,0
279242-92T,Dimensionless Technologies,0.09,2014,0,0,0,0,0,0,1,0,0,0
134219-17T,Dip (Network Management Software),0.01,2019,0,0,0,0,0,0,1,0,0,1
180122-77T,Divus,,2019,0,0,0,0,0,0,1,0,0,0
174347-11T,DLA (Educational Software),0.87,2015,0,0,0,0,0,0,1,0,0,0
170834-95T,DM Intelligence,,2018,0,0,0,0,0,0,1,0,0,0
170834-41T,DM Intelligence,1.29,2018,0,0,0,0,0,0,1,0,0,0
184266-82T,dob Studio,3.69,2020,0,0,0,0,0,0,1,0,0,0
248330-08T,dob Studio,7.02,2020,0,0,0,0,0,0,1,0,0,0
260611-66T,dob Studio,,2020,0,0,0,0,0,0,1,0,0,1
243179-83T,Docker Vision,0.07,2021,0,0,0,0,0,0,1,0,0,0
235908-19T,Docker Vision,,2021,0,0,0,0,0,0,1,0,0,1
193850-20T,Docturnal,0.08,2016,0,0,0,0,0,0,1,0,0,0
128809-72T,Docturnal,,2016,0,0,0,0,0,0,1,0,0,1
128809-09T,Docturnal,1.06,2016,0,0,0,0,0,0,1,0,0,0
128809-27T,Docturnal,,2016,0,0,0,0,0,0,1,0,0,1
81808-93T,Docturnal,0.01,2016,0,0,0,0,0,0,1,0,0,1
205030-72T,Docturnal,,2016,0,0,0,0,0,0,1,0,0,0
189401-05T,Docturnal,,2016,0,0,0,0,0,0,1,0,0,0
270409-42T,Docturnal,,2016,0,0,0,0,0,0,1,0,0,0
120494-71T,Dolnai,0.80,2018,0,0,0,0,0,0,1,0,0,0
156302-11T,Dolnai,,2018,0,0,0,0,0,0,1,0,0,1
267338-35T,Donomotics,,2020,0,0,0,0,0,0,1,0,0,1
211796-65T,Donomotics,0.04,2020,0,0,0,0,0,0,0,0,0,0
211794-04T,Donomotics,0.01,2020,0,0,0,0,0,0,1,0,0,0
109755-73T,Dorabot,,2014,0,0,0,0,0,0,1,0,0,0
264643-03T,Dorabot,,2014,0,0,0,0,0,0,1,0,0,0
101191-33T,DOTscience,8.13,2017,0,0,0,0,0,0,1,0,0,0
170428-51T,Dr CADx,,2016,0,0,0,0,0,0,1,0,0,0
164160-55T,Dr CADx,0.02,2016,0,0,0,0,0,0,1,0,0,1
126029-62T,Dragon Way Technology,0.05,2017,0,0,0,0,0,0,0,0,0,0
126029-71T,Dragon Way Technology,0.04,2017,0,0,0,0,0,0,0,0,0,0
119900-08T,Drishyam AI,,2016,0,0,0,0,0,0,1,0,0,1
